year,make,model,miles,trim,sold_price
2015,BMW,3 Series,50220,328i,22990
2020,Jeep,Grand Cherokee,16004,Laredo E,32990
2015,Dodge,Durango,84459,Limited,22990
2019,Jeep,Renegade,25453,Latitude,23990
2016,Mercedes-Benz,Metris Passenger,38765,base,37590
2016,BMW,3 Series,24972,328i,26590
2015,Chevrolet,Malibu,43381,LT,17990
2013,Honda,Civic,78078,EX,17590
2016,Chevrolet,Tahoe,70194,LT,36590
2020,INFINITI,QX50,41218,LUXE,34603
2018,Alfa Romeo,Stelvio,20640,Ti Sport,32990
2013,Jeep,Wrangler,52426,Unlimited Sahara,31990
2012,Kia,Soul,87242,+,13990
2022,Kia,Forte,2373,FE,26590
2021,Chevrolet,Malibu,37668,LT,24590
2015,Porsche,Cayenne,43176,Diesel,44590
2015,Kia,Soul,32239,base,17590
2016,Volkswagen,e-Golf,36997,SEL Premium Hatchback,19990
2014,Ford,Fiesta,88115,SE,12990
2016,Jeep,Grand Cherokee,48470,Laredo,23990
2015,Honda,Fit,7105,LX,20590
2018,Subaru,Forester,32268,2.5i,24990
2012,Honda,Pilot,89473,Touring,20990
2016,Ford,Focus,54970,SE,15590
2018,Honda,Accord,40321,Touring,30303
2016,Honda,CR-V,30068,LX,23990
2021,Jeep,Wrangler Unlimited,6888,Sport,44590
2021,Volkswagen,Passat,2140,S,26590
2014,Ford,Focus,62740,SE,14590
2014,Chevrolet,Cruze,70130,LS,13990
2014,Jeep,Grand Cherokee,97537,Limited,21590
2017,Ford,Fiesta,30243,SE,15590
2015,INFINITI,Q40,62700,base,19590
2019,Nissan,Altima,45190,2.5 SR,24990
2020,Chevrolet,Tahoe,71614,LT,39995
2013,Cadillac,ATS,43461,2.5L Standard,18990
2016,BMW,3 Series,38565,320i xDrive,23990
2015,BMW,i3,26203,base,22990
2017,Buick,Encore,27135,Preferred,20990
2015,Lexus,IS,62128,IS 250,26990
2015,Toyota,Tacoma Access Cab,67357,6 ft,23990
2019,Chevrolet,Trax,34245,LT,21990
2019,Tesla,Model 3,31384,Long Range,54590
2016,Toyota,Corolla,12119,S Premium,21990
2020,MAZDA,MAZDA3,34384,Preferred,25990
2014,Ford,Explorer,50164,XLT,24990
2015,Toyota,RAV4,101258,XLE,19590
2015,Dodge,Durango,102721,Limited,21990
2016,BMW,3 Series,59707,328d xDrive Sport,28990
2017,Chevrolet,Spark,39833,LS,15590
2016,Buick,Verano,45656,Convenience Group,17590
2013,MINI,Convertible,61064,Cooper,16990
2009,Toyota,Corolla,92872,XLE,13590
2012,Porsche,911,67099,Carrera Black Edition,62590
2014,Ford,Escape,60143,Titanium,18990
2020,Hyundai,Kona,49321,SE,20551
2013,Ford,Focus,80461,Titanium,14990
2017,Chevrolet,Spark,36238,LS,15990
2017,Ford,Fusion Energi,46756,Plug-In Hybrid Titanium,24990
2018,Chevrolet,Traverse,38424,LT,31590
2013,Hyundai,Santa Fe Sport,96634,base,16590
2020,Ford,EcoSport,55972,SES,20990
2010,Mercedes-Benz,E-Class,62253,E 350,18590
2017,Volkswagen,Tiguan,26162,2.0T S,22990
2019,Chevrolet,Spark,36841,1LT,17990
2014,Hyundai,Accent,100505,GLS,12990
2018,Volkswagen,Tiguan,43346,2.0T S,21990
2018,Subaru,Legacy,35612,2.5i Sport,26134
2017,Chevrolet,Cruze,99475,LS,14990
2017,Ford,Focus,47791,S,15990
2013,Audi,Q5,85032,2.0T Premium Plus,19990
2015,Dodge,Durango,50960,SXT,25590
2014,Jeep,Grand Cherokee,104232,Limited,19990
2020,Cadillac,XT4,22499,Premium Luxury,36990
2012,BMW,5 Series,89503,535i xDrive,18990
2019,Lexus,NX,18782,300,36990
2018,Toyota,C-HR,41229,XLE Premium,24990
2020,Nissan,Rogue,23637,S,25990
2018,Toyota,Tundra CrewMax,38406,SR5 5 1/2 ft,41990
2013,Buick,Verano,79566,Convenience,14990
2016,Toyota,Corolla,82370,S Plus,16990
2017,Chrysler,200,22500,Limited Platinum,21590
2014,Kia,Optima,50468,EX,19990
2019,Volkswagen,Tiguan,48256,2.0T S,22990
2021,Dodge,Charger,9671,GT,39990
2016,Kia,Soul,47097,base,15990
2017,Volkswagen,Golf GTI,50611,SE Hatchback,25990
2016,FIAT,500X,21206,Easy,18990
2018,Nissan,Sentra,91451,SV,15990
2021,Nissan,Kicks,14184,SV,25990
2022,Ford,F250 Super Duty Super Cab,8814,XL 8 ft,52990
2019,Lexus,ES,29594,ES 350,35590
2020,Jeep,Renegade,25373,Sport,23990
2022,Hyundai,Elantra,4652,SEL,28990
2011,Chevrolet,Corvette,53878,base,33990
2019,Mercedes-Benz,GLC,10336,GLC 300,39590
2018,Mercedes-Benz,GLA,21719,GLA 250 4MATIC,32990
2013,Ford,F150 Super Cab,83889,STX 6 1/2 ft,20990
2020,Ford,Fusion,57085,SE,20950
2016,Honda,Odyssey,77232,EX,24590
2018,Jeep,Compass,47617,Altitude,25793
2017,Jeep,Renegade,81609,Sport,16997
2015,GMC,Sierra 1500 Double Cab,84617,6 1/2 ft,24990
2017,Kia,Sorento,28513,LX,23590
2017,Dodge,Grand Caravan Passenger,60517,SE,19590
2015,Chevrolet,Traverse,76377,LTZ,22990
2022,Mitsubishi,Outlander,4986,SEL Special Edition,37990
2018,Nissan,Rogue,50090,S,19499
2015,Toyota,Prius v,82893,Four,21990
2016,GMC,Acadia,67611,SLT-2,26590
2021,MAZDA,CX-5,42543,Grand Touring,28990
2022,Honda,Insight,2772,EX,35990
2020,Nissan,Armada,65228,SV,28281
2016,Honda,CR-V,55472,EX-L,24990
2010,Jeep,Wrangler,77862,Sport,20990
2016,MAZDA,MAZDA3,48350,i Touring,18990
2017,Toyota,Sienna,54734,LE,28990
2015,Volvo,V60,41243,T5 Cross Country,25590
2014,Cadillac,XTS,69963,base,19990
2016,Chrysler,Town & Country,72879,Touring,20590
2013,INFINITI,G,51791,G37x,19990
2018,Nissan,Rogue,21792,SV,24990
2014,Chevrolet,Camaro,39412,SS,29590
2018,Mercedes-Benz,GLA,14241,GLA 250 4MATIC,34590
2013,INFINITI,G,80062,G37 Journey,19990
2017,Mitsubishi,Lancer,54690,LE,18590
2012,Chevrolet,Corvette,29396,Grand Sport,41990
2012,Toyota,RAV4,67945,base,17990
2020,Ford,Fusion,3174,SEL,27990
2018,MAZDA,MAZDA6,35522,Sport,22990
2015,Jeep,Patriot,86439,Sport,14590
2018,Ford,Escape,45152,S,20590
2018,Land Rover,Range Rover Evoque,22992,SE,34990
2014,Mercedes-Benz,E-Class,47295,E 350,31590
2015,Jeep,Grand Cherokee,31980,Laredo,24990
2009,Toyota,Yaris,51721,base,12590
2009,Mitsubishi,Lancer,81743,ES,10990
2020,Nissan,Murano,25877,SV,28990
2015,Subaru,Forester,64681,2.5i Premium,20990
2018,Honda,Civic,28167,LX,22990
2019,BMW,Z4,11116,sDrive30i,53590
2018,Nissan,Rogue,51738,SV,20800
2016,Volkswagen,Golf R,96041,Hatchback,26990
2020,Nissan,Kicks,55505,SV,20551
2016,Chevrolet,Silverado 3500 HD Crew Cab,84115,LT 8 ft,46990
2019,BMW,X2,14476,xDrive28i,35590
2018,Lincoln,MKX,41129,Reserve,32990
2012,Subaru,Outback,63426,3.6R Limited,21590
2018,Jeep,Compass,52559,Limited,22471
2018,Toyota,Corolla,53255,LE,20990
2019,Jeep,Compass,26392,Altitude,27990
2017,Ford,Expedition EL,67431,Platinum,41590
2010,Jeep,Wrangler,100751,Rubicon,22990
2017,Nissan,Sentra,12376,SR Turbo,20990
2016,Land Rover,Discovery Sport,70089,HSE,25990
2021,Nissan,Versa,11802,SR,24990
2016,Toyota,Sienna,41383,LE,28990
2020,Chevrolet,Equinox,54438,LT,20953
2013,Ford,Fusion,39399,SE,17990
2014,Kia,Optima,52117,LX,16590
2011,Lincoln,MKZ,85050,Hybrid,14990
2017,Volkswagen,Beetle,22806,1.8T S,23990
2012,Hyundai,Sonata,72922,SE,15990
2019,Honda,Accord Hybrid,36773,base,28590
2016,Honda,HR-V,53899,EX,21990
2014,Buick,Enclave,72325,Premium,22990
2020,Jeep,Wrangler Unlimited,25252,Sport S,40990
2020,Jeep,Cherokee,20632,Latitude Plus,27990
2020,Chevrolet,Traverse,42398,LS,30990
2020,Toyota,Corolla,58046,LE,20195
2019,Honda,Odyssey,23428,EX-L w/Navigation & RES,39590
2016,Jeep,Patriot,73653,Sport,16590
2016,MAZDA,CX-3,63629,Grand Touring,21990
2018,Ford,EcoSport,28791,SE,21590
2020,Subaru,WRX,22799,WRX Premium,30990
2014,Hyundai,Accent,23669,GS,15990
2015,Nissan,Versa,57772,Note SV,14990
2020,Chevrolet,Malibu,58998,LT,20353
2018,BMW,i3,34139,Base w/Range Extender,31990
2011,Volkswagen,Golf,63806,TDI,16990
2013,Hyundai,Sonata,68528,SE,16590
2012,Cadillac,CTS,58284,3.6,19990
2018,Cadillac,ATS,31712,base,27990
2017,Kia,Sportage,66834,LX,18990
2018,Jeep,Compass,76355,Altitude,22590
2015,Toyota,Highlander,76345,Limited,27990
2014,Subaru,Impreza,91429,2.0i Limited,15990
2021,Ford,F150 SuperCrew Cab,3218,XL 6 1/2 ft,43990
2014,Jeep,Cherokee,92754,Sport,15990
2019,Nissan,Versa,33410,SV,18590
2014,Mercedes-Benz,E-Class,55276,E 350 4MATIC,24990
2020,Nissan,Altima,58236,2.5 S,20375
2009,Porsche,Boxster,26232,S,40590
2018,Nissan,Altima,40425,2.5 S,20590
2018,Honda,Civic,20988,LX,23990
2019,Kia,Forte,50715,S,20990
2019,Mercedes-Benz,Mercedes-AMG C-Class,2152,C 43 AMG,55990
2018,Dodge,Journey,74045,SXT,18990
2021,Kia,Seltos,42308,SX,31990
2020,Honda,CR-V,16815,EX-L,34590
2021,Chevrolet,Trax,21015,LS,21990
2017,Volkswagen,Tiguan,89419,2.0T Wolfsburg Edition 4Motion,18990
2012,Volvo,C70,83109,T5,16990
2016,Buick,Cascada,37558,Premium,25990
2020,Volkswagen,Atlas Cross Sport,34472,SEL 4Motion,38990
2018,Dodge,Journey,40589,SXT,21990
2016,GMC,Terrain,73493,Denali,22990
2013,Honda,Fit,46256,base,15990
2019,Lexus,RX,16911,RX 350,41990
2022,Toyota,Tacoma Access Cab,393,SR 6 ft,32590
2019,Nissan,Altima,34646,2.5 S,23890
2019,Nissan,Sentra,23855,SV,20590
2014,Subaru,Forester,94104,2.5i Limited,18590
2018,Ford,Focus,31836,SE,18990
2019,Toyota,Highlander,41340,XLE,35590
2014,Cadillac,CTS,63319,2.0 Luxury Collection,21990
2014,Ford,Explorer,41282,Limited,25990
2016,Audi,A3,46047,1.8T Premium,25590
2018,Honda,Accord,62348,Sport,26990
2015,Volvo,S60,56199,T5 Premier,19990
2016,Nissan,Maxima,101037,SL,20990
2017,Volkswagen,Tiguan Limited,24196,2.0T 4Motion,21990
2017,Ford,Focus,48935,SE,15990
2015,INFINITI,Q40,43979,base,21990
2010,Jeep,Liberty,97024,Renegade,13990
2020,Nissan,Altima,51149,2.5 S,20822
2014,Buick,Enclave,94723,Leather,19990
2014,Mitsubishi,Lancer,81807,ES,13990
2020,Subaru,Forester,12569,Limited,34990
2019,Jeep,Grand Cherokee,61825,Altitude,32990
2019,Chevrolet,Cruze,32556,LS,19590
2012,Honda,Civic,103450,LX,15590
2015,Mercedes-Benz,CLS-Class,66304,CLS 400,33590
2019,Honda,Civic Type R,8942,Touring Hatchback,43590
2017,Nissan,Versa,92802,SV,13990
2017,Kia,Forte,60475,LX,16990
2015,Mercedes-Benz,E-Class,76587,E 350 4MATIC,23590
2015,Mercedes-Benz,GLA-Class,73151,GLA 250 4MATIC,24590
2019,Toyota,RAV4,32795,XLE,29999
2016,Subaru,Impreza,43066,2.0i Sport Premium,20990
2015,Volkswagen,Jetta,77095,2.0T GLI SE,18590
2016,Volkswagen,Jetta,75084,1.4T SE,16990
2022,Ford,Maverick,6665,XL SuperCrew 4 1/2 ft,36990
2021,Hyundai,Tucson,62257,SEL,26990
2020,Nissan,Altima,54851,2.5 S,22184
2013,Ford,Escape,96185,SEL,15590
2020,Nissan,Kicks,53106,SV,19907
2017,Ford,Focus,44227,SE,16590
2021,Volkswagen,Atlas,17796,SEL Premium 4Motion (2021.5),51870
2020,Toyota,Corolla,51401,LE,20716
2016,Dodge,Dart,93514,GT Sport Blacktop,15990
2021,Toyota,Tacoma Access Cab,3622,SR 6 ft,30990
2019,MAZDA,MAZDA3,23997,base,25890
2017,Kia,Forte,44380,LX,16990
2014,Subaru,Forester,92287,2.5i Limited,18990
2018,Chevrolet,Colorado Crew Cab,73356,Z71 5 ft,31590
2022,Kia,Telluride,5270,SX,59590
2016,BMW,M3,31131,base,55990
2019,Volvo,XC90,31573,T6 Inscription,48990
2016,Ford,Transit 150 Wagon,26989,XLT w/Low Roof w/Sliding Side Door,40990
2020,Chevrolet,Tahoe,73037,LT,38555
2012,Lexus,RX,94575,RX 350,18990
2020,Ford,EcoSport,50845,SES,20906
2022,Chevrolet,Silverado 2500 HD Crew Cab,306,LT 6 1/2 ft,61990
2022,Kia,Telluride,4910,SX,59990
2017,Dodge,Journey,87963,GT,18990
2019,Hyundai,Sonata,44834,SE,21990
2018,Nissan,Rogue,57542,S,20990
2012,Cadillac,CTS,69412,3.6 Sport,22590
2019,Honda,Pilot,34115,Elite,40990
2017,Jeep,Wrangler Unlimited,66143,Sahara,34590
2019,Jeep,Cherokee,32779,Latitude Plus,24990
2015,Land Rover,Range Rover Evoque,74545,Pure Plus,24990
2014,Cadillac,ATS,72272,2.0L Turbo Standard,18990
2015,Audi,A3,68184,2.0T Premium Plus,21990
2015,BMW,2 Series,49525,228i,24590
2020,Volkswagen,Jetta GLI,12846,S,27590
2012,MAZDA,MX-5 Miata,37704,Sport,18590
2018,Ram,1500 Regular Cab,57582,Tradesman 6 1/3 ft,25590
2015,Toyota,Highlander,71642,Limited,27590
2011,Volvo,C70,65247,T5,18590
2019,Kia,Sorento,72890,EX,23995
2020,GMC,Terrain,55583,SLT,24990
2016,Buick,Encore,29378,base,20990
2018,Ford,Explorer,42382,base,26990
2015,Honda,CR-V,59650,LX,20990
2015,MINI,Hardtop 2 Door,62569,Cooper,17990
2016,Ford,Focus,102291,ST,17990
2020,Mitsubishi,Outlander Sport,45843,SE,22590
2012,Acura,MDX,82091,base,20990
2022,Chevrolet,Trailblazer,9228,LT,33990
2017,Ford,Focus,51963,S,15990
2021,Ford,F150 SuperCrew Cab,23062,XLT 5 1/2 ft,39990
2017,Ford,Fiesta,49914,ST,20590
2012,Volkswagen,Tiguan,83157,2.0T SE,15590
2016,Jeep,Compass,54730,High Altitude Edition,18990
2020,Mitsubishi,Outlander,48164,SEL,23990
2018,Nissan,Rogue,46513,SV,23990
2013,Ford,Focus,23409,SE,14990
2017,Jeep,Cherokee,57852,Sport,19590
2020,Kia,Soul,12301,EX,25990
2009,Volvo,C70,84633,T5,13990
2018,Ford,EcoSport,30275,SE,20990
2011,Hyundai,Accent,95276,GS,9990
2015,Chevrolet,Trax,29994,LT,17990
2020,BMW,3 Series,31633,330i xDrive,37590
2020,Toyota,Tacoma Access Cab,55602,TRD Sport 6 ft,36990
2020,Chevrolet,Silverado 1500 Crew Cab,29586,Custom 5 3/4 ft,37990
2013,Chrysler,200,77167,Limited,15990
2013,Volkswagen,Jetta SportWagen,100250,2.0L TDI Sport,14990
2015,Mercedes-Benz,C-Class,35911,C 300,27990
2013,Chevrolet,Camaro,75736,LT,21590
2013,Hyundai,Elantra,95130,GT,14590
2013,Porsche,Panamera,71294,S Hybrid,36990
2018,Kia,Forte,44015,LX,17990
2016,Hyundai,Genesis,39896,3.8,26590
2021,Kia,Sorento Hybrid,36322,EX,40590
2018,Chevrolet,Tahoe,67131,LT,41990
2015,Chrysler,Town & Country,98731,S,17590
2014,Buick,Enclave,91712,Leather,18990
2015,Ford,Fusion,58380,SE,16990
2014,Honda,CR-V,89291,EX-L,17990
2019,Honda,Insight,42242,LX,25590
2017,Chevrolet,Corvette,6990,Grand Sport,66590
2017,Honda,Ridgeline,92846,Sport 5 ft,26990
2020,Honda,Pilot,17103,EX-L,36990
2020,Buick,Encore,10955,Preferred,24990
2018,Hyundai,Elantra,49874,SE,17094
2015,Chevrolet,Impala Limited,80483,LT,14590
2018,Chevrolet,Volt,40280,LT,28590
2019,Subaru,Crosstrek,30187,2.0i Premium,27990
2020,Nissan,Rogue,42078,SV,23893
2016,Chevrolet,Corvette,48611,Stingray,47990
2017,Jeep,Patriot,71436,Sport SE,18590
2012,Ford,Fusion,91414,SEL,13590
2021,Kia,Sportage,13266,S,30590
2016,Chrysler,Town & Country,81472,Touring,18990
2010,Subaru,Impreza,50262,Outback Sport,16990
2016,Porsche,Macan,74460,S,35990
2010,MAZDA,MX-5 Miata,31728,Grand Touring,20590
2014,Audi,A5,57163,Premium Plus,31990
2021,Kia,Forte,13640,FE,23590
2020,Nissan,Kicks,17266,S,23990
2020,Buick,Encore,10462,Preferred,25990
2017,Mercedes-Benz,C-Class,58973,C 300,31990
2020,Toyota,Corolla,53571,LE,20593
2021,Hyundai,Santa Fe Hybrid,16142,Limited,43990
2020,Nissan,Altima,56337,2.5 S,21795
2013,Dodge,Challenger,88498,SXT,18990
2019,Mercedes-Benz,GLA,34907,GLA 250 4MATIC,32990
2021,Honda,Civic,13679,LX,26990
2015,Chevrolet,Trax,43114,LTZ,18590
2016,BMW,2 Series,36626,M235i,32990
2019,Toyota,Yaris,55025,L,19590
2020,Honda,Civic,49917,LX,23222
2017,Mercedes-Benz,C-Class,21053,C 300,41590
2013,Mercedes-Benz,E-Class,48120,E 350,20990
2013,INFINITI,G,76753,G37x,21990
2018,Ford,EcoSport,54499,Titanium,19990
2016,Nissan,JUKE,46641,S,18990
2014,Volkswagen,Jetta SportWagen,74145,2.5L SE Sport,15990
2009,Ford,Mustang,29521,GT Premium,23990
2018,Ford,Focus,34516,SE,17990
2016,Kia,Optima,82375,EX,19990
2020,Toyota,Camry Hybrid,19292,SE,33590
2018,Audi,A6,22888,2.0T Premium Plus,35990
2011,Ford,F150 SuperCrew Cab,50371,Lariat Limited 5 1/2 ft,30590
2017,Chevrolet,Volt,38217,Premier,27990
2015,Subaru,XV Crosstrek,79265,Premium,20990
2013,Audi,TT,73862,Quattro Premium Plus,22990
2020,Subaru,Ascent,28914,Limited,37990
2020,Nissan,Pathfinder,55003,SV,23398
2016,Chevrolet,Malibu,69644,LT,17990
2012,Toyota,Camry,88179,LE,15990
2011,Scion,tC,29381,Hatchback,16990
2016,FIAT,500X,58704,Trekking,17590
2016,MAZDA,MAZDA3,63239,i Touring,18590
2017,Mercedes-Benz,C-Class,14559,C 300 4MATIC,31990
2017,Ford,Focus,52424,S,14990
2018,Lincoln,MKC,36408,Reserve,27990
2015,Audi,Q7,54137,TDI Premium Plus,31990
2016,Chevrolet,Sonic,21347,LT,16990
2013,Lincoln,MKX,72035,base,19990
2013,Ford,Escape,93827,SE,14990
2019,Dodge,Journey,21731,SE,23590
2018,Toyota,C-HR,50424,XLE Premium,23990
2017,Toyota,Sienna,97442,XLE Premium,29990
2017,Ford,Explorer,89875,base,20990
2014,Dodge,Grand Caravan Passenger,63612,AVP,16990
2016,Land Rover,Range Rover Evoque,74734,SE Premium,25990
2017,Volvo,S90,63526,T5 Inscription,27990
2014,Toyota,Prius,95813,Four,19990
2019,Tesla,Model 3,44823,Standard Range Plus,45990
2016,Honda,Fit,43855,LX,19990
2019,Honda,Accord,34336,EX,28590
2019,Dodge,Grand Caravan Passenger,69796,GT,17607
2017,Dodge,Grand Caravan Passenger,61978,SXT,19990
2021,Honda,CR-V,13556,Touring,38590
2015,Lincoln,MKC,89056,base,18990
2010,Lexus,GS,103107,GS 350,17590
2021,Hyundai,Palisade,47776,SEL,40990
2015,Mercedes-Benz,CLA-Class,69575,CLA 250,22990
2018,Hyundai,Sonata,47587,SEL,21990
2012,Honda,Fit,48590,Sport,16590
2020,Mitsubishi,Outlander,50285,SEL,23590
2022,Hyundai,Kona,392,SEL,28990
2020,Chrysler,Pacifica,72166,Limited,27054
2015,Ford,Taurus,74387,Limited,17990
2016,Honda,Accord,46301,EX-L,23990
2018,Alfa Romeo,Stelvio,21588,base,30590
2015,Mercedes-Benz,GLK-Class,69888,GLK 350,22990
2016,Nissan,Sentra,32662,S,17590
2016,INFINITI,QX60,76963,3.5,22990
2015,Dodge,Journey,75619,R/T,17990
2016,Chevrolet,Silverado 1500 Double Cab,47995,Custom 6 1/2 ft,32990
2016,Honda,CR-V,41602,EX-L,24990
2022,Honda,Civic,9233,LX,29990
2017,Nissan,Sentra,42928,SR,18590
2022,Volkswagen,Jetta,2857,1.5T SE,28990
2017,Mercedes-Benz,E-Class,52452,E 300 4MATIC,32990
2017,Mitsubishi,Outlander Sport,71386,ES,15990
2017,Toyota,Sienna,30693,XLE,33990
2020,Jeep,Renegade,28346,Sport,23590
2018,Ford,Flex,13534,SEL,32990
2014,Jeep,Grand Cherokee,73870,Limited,22990
2017,Volkswagen,Tiguan,24757,2.0T S,19990
2016,Toyota,Prius,71815,Two Eco,25990
2016,Ford,Edge,89233,SEL,19590
2019,Ford,Flex,19151,SEL,31990
2019,Ford,Mustang,3964,GT,44590
2020,Nissan,Altima,56278,2.5 SR,22595
2018,Jeep,Grand Cherokee,59192,Laredo,24990
2019,Volkswagen,e-Golf,15292,SE Hatchback,29990
2012,Chevrolet,Volt,76848,base,16590
2018,Hyundai,Elantra,56486,Sport,21590
2013,Nissan,Rogue,74949,S,15990
2010,Toyota,Corolla,88892,LE,13990
2014,Chrysler,Town & Country,54828,Touring,19590
2019,Subaru,Forester,31309,Limited,31590
2015,Honda,CR-V,77870,LX,19990
2016,Lexus,CT,34447,CT 200h,27990
2015,MAZDA,MAZDA3,69850,i Grand Touring,18990
2013,Ford,Fiesta,77399,S,11990
2022,Hyundai,Venue,1252,SE,24990
2019,Jeep,Renegade,49198,Latitude,21590
2021,Toyota,Tacoma Double Cab,11711,TRD Off-Road 5 ft,46590
2015,Toyota,Sienna,19667,Limited Premium,37990
2014,BMW,X5,49363,xDrive35i,30990
2019,Nissan,Murano,62472,SV,26623
2017,Jeep,Grand Cherokee,92165,Limited,25258
2012,MAZDA,MAZDA5,45001,Touring,17590
2015,Toyota,RAV4,17291,Limited,27590
2015,Volkswagen,Tiguan,39623,2.0T SEL 4Motion,20590
2018,Hyundai,Tucson,73703,SEL,20990
2013,Buick,Enclave,78828,Leather,19590
2017,Jeep,Compass,70820,Latitude,19590
2015,Nissan,Quest,46800,SV,20590
2015,Hyundai,Accent,30174,GLS,15990
2018,Ford,F150 SuperCrew Cab,63460,XLT 5 1/2 ft,35990
2021,Mitsubishi,Outlander Sport,25625,ES,23590
2018,Dodge,Charger,88812,R/T,28990
2016,Mitsubishi,Lancer,4124,ES,20990
2011,Chevrolet,Cruze,60831,LT,13990
2016,Nissan,Versa,97909,SV,13990
2016,Kia,Sorento,102197,LX,16990
2016,MAZDA,MAZDA3,38325,i Grand Touring,20990
2015,Hyundai,Elantra,87512,SE,14590
2019,Dodge,Grand Caravan Passenger,75281,GT,20314
2017,Lincoln,Continental,27783,Select,29990
2019,Chevrolet,Spark,19216,LS,17590
2019,Toyota,Corolla,10679,SE,24590
2012,MINI,Convertible,85960,Cooper S,16990
2018,Tesla,Model 3,76851,Long Range,44990
2015,Chevrolet,Corvette,15290,Stingray Z51,51990
2019,Land Rover,Range Rover Evoque,15825,SE Premium,40985
2017,Toyota,Sienna,42024,Limited Premium,37590
2018,Nissan,Murano,57208,SV,23895
2017,Chevrolet,Cruze,66166,LS,15990
2015,Ford,Focus,94908,SE,13990
2010,BMW,X3,98909,3.0i,13990
2016,Volvo,V60,92700,T5 Drive-E Premier,19990
2017,Mercedes-Benz,GLS,55925,GLS 450,42590
2018,Hyundai,Elantra,71957,Limited,18590
2018,Ford,Explorer,14378,Limited,36590
2015,Nissan,Rogue Select,90957,S,15990
2021,Volkswagen,ID.4,6757,Pro S,50990
2020,Ford,Escape,17504,SEL,29990
2015,Chevrolet,Impala,66300,LT,19990
2020,Subaru,Outback,22891,Limited,34590
2014,Chevrolet,Cruze,38917,1LT,15590
2016,Dodge,Challenger,13081,R/T Scat Pack,38990
2013,FIAT,500,66532,Pop,12990
2013,Chevrolet,Equinox,86441,LT,15590
2019,Chevrolet,Equinox,44350,LT,22990
2016,Toyota,Camry,80775,SE,18990
2021,Chevrolet,Silverado 1500 Regular Cab,18267,Work Truck 8 ft,33990
2018,Lincoln,Continental,3985,Select,38590
2014,Ford,Mustang,47382,V6,21990
2017,Toyota,Camry,42076,SE,22990
2017,GMC,Terrain,58862,SLE-1,20590
2018,Nissan,Pathfinder,49663,S,25590
2021,Mitsubishi,Mirage G4,12335,LE,20990
2019,Nissan,Kicks,14298,SR,24990
2015,Chrysler,300,99460,300 Limited,17590
2014,Jeep,Wrangler,48138,Rubicon X,31990
2015,Acura,TLX,72759,3.5,22590
2016,Jeep,Cherokee,53363,Sport,20590
2018,Jeep,Renegade,54673,Altitude,20584
2013,MAZDA,MAZDA3,40967,i Sport,15990
2021,Cadillac,Escalade,8185,Premium Luxury,98990
2015,Kia,Optima,82440,EX,15590
2019,Chevrolet,Impala,57373,LT,21409
2020,Ford,Ranger SuperCrew,47106,XL 5 ft,31990
2022,Kia,Niro EV,3007,EX Premium,46990
2020,Volkswagen,Atlas Cross Sport,19748,SEL Premium R-Line 4Motion,43590
2014,Buick,Encore,47234,Convenience,18590
2020,Chevrolet,Blazer,1830,RS,44295
2014,Hyundai,Elantra,83181,GT,13990
2022,Ford,Maverick,5393,XLT SuperCrew 4 1/2 ft,38990
2016,Hyundai,Genesis Coupe,53008,3.8,25990
2019,Jeep,Wrangler,22246,Sport S,36990
2019,Nissan,Altima,38219,2.5 SV,24990
2011,Chevrolet,Camaro,50404,SS,26990
2019,Jeep,Cherokee,52190,Latitude Plus,21893
2019,INFINITI,QX60,52052,PURE,29990
2021,Ford,Bronco Sport,9469,base,31990
2015,Dodge,Charger,103733,R/T,24590
2018,Toyota,Camry Hybrid,40643,LE,27990
2017,Volkswagen,Golf,61121,TSI Wolfsburg Edition Hatchback,19590
2012,Subaru,Impreza,84862,2.0i Sport Premium,16990
2018,Kia,Soul,22283,base,18590
2013,Jeep,Wrangler,71587,Sport S,24990
2013,Toyota,Prius,58453,Two,20590
2019,Mercedes-Benz,C-Class,19890,C 300,37590
2014,Hyundai,Santa Fe,73986,Limited,19990
2013,Ford,C-MAX Hybrid,81098,SE,15990
2019,Jeep,Cherokee,53804,Latitude,22990
2011,Honda,CR-V,70648,SE,17590
2011,INFINITI,M,36633,M37,24590
2015,BMW,5 Series,37077,528i,26590
2014,Buick,LaCrosse,63149,Leather,18990
2016,Kia,Forte,38400,LX,16990
2017,Kia,Sportage,75782,LX,17990
2018,Lincoln,MKX,35611,Reserve,32990
2017,Ford,F150 SuperCrew Cab,60309,XLT 5 1/2 ft,34990
2017,Subaru,Outback,55874,2.5i Limited,26590
2014,Toyota,Highlander,62249,LE Plus,25990
2019,Land Rover,Discovery,31788,SE,39990
2020,Nissan,Rogue,57145,SV,21459
2016,Cadillac,ATS,62841,2.0L Turbo Luxury,25590
2019,Acura,RDX,34880,SH-AWD Technology Pkg,37990
2015,Honda,Odyssey,70946,EX-L,25990
2020,Audi,Q3,3622,S line Premium Plus,41590
2018,Mitsubishi,Mirage G4,35280,ES,15990
2017,Nissan,Murano,99271,SL,21590
2017,Mercedes-Benz,GLC,51580,GLC 300,29590
2017,Ford,Escape,43468,Titanium,24590
2013,Ford,Fusion,99474,SE Hybrid,15590
2013,FIAT,500,44339,Abarth,15990
2015,BMW,i3,42392,Range Extender,20590
2018,Dodge,Grand Caravan Passenger,87958,SE,18990
